k,t_h,d_start,d_end,sog_kn,fuel_mt
0,0,0,71,11.8333,8.10326
1,6,71,149,13,8.43057
2,12,149,226,12.8333,8.94759
3,18,226,305,13.1667,11.7819
4,24,305,383,13,10.7104
5,30,383,458,12.5,9.25561
6,36,458,530,12,6.70653
7,42,530,605,12.5,7.085
8,48,605,678,12.1667,6.93912
9,54,678,749,11.8333,7.98018
10,60,749,819,11.6667,7.22648
11,66,819,889,11.6667,7.75921
12,72,889,961,12,7.99108
13,78,961,1035,12.3333,8.39088
14,84,1035,1108,12.1667,9.09573
15,90,1108,1180,12,8.68518
16,96,1180,1258,13,10.7705
17,102,1258,1331,12.1667,9.47712
18,108,1331,1406,12.5,9.56117
19,114,1406,1481,12.5,9.28067
20,120,1481,1556,12.5,8.39536
21,126,1556,1628,12,7.31253
22,132,1628,1703,12.5,7.40957
23,138,1703,1781,13,7.64151
24,144,1781,1855,12.3333,6.46806
25,150,1855,1927,12,6.6886
26,156,1927,2002,12.5,7.7938
27,162,2002,2077,12.5,7.03253
28,168,2077,2146,11.5,5.85705
29,174,2146,2218,12,6.52628
30,180,2218,2292,12.3333,5.9284
31,186,2292,2366,12.3333,6.17885
32,192,2366,2439,12.1667,7.26034
33,198,2439,2507,11.3333,7.78032
34,204,2507,2576,11.5,7.88195
35,210,2576,2645,11.5,8.74537
36,216,2645,2711,11,7.39655
37,222,2711,2779,11.3333,7.14002
38,228,2779,2849,11.6667,7.26779
39,234,2849,2919,11.6667,7.61733
40,240,2919,2991,12,7.65975
41,246,2991,3060,11.5,8.2649
42,252,3060,3129,11.5,8.27212
43,258,3129,3201,12,7.62812
44,264,3201,3274,12.1667,7.7042
45,270,3274,3346,12,7.3368
46,276,3346,3394,12,4.88449
