k,t_wall,sub_eta,forecast_cycle,staleness_h,d_start,planned_b0_sog,prev_plan_b0_sog,divergence_kn,block0_fuel_mt,sub_solve_s
0,2806,280,2802,4,0,11.8333,,,8.10326,13.1184
1,2812,274,2808,4,71,13,12.5,0.5,8.43057,13.9669
2,2818,268,2814,4,149,12.8333,13.1667,-0.333333,8.94759,12.7738
3,2824,262,2820,4,226,13.1667,12,1.16667,11.7819,11.6447
4,2830,256,2826,4,305,13,13.5,-0.5,10.7104,11.2366
5,2836,250,2832,4,383,12.5,13.3333,-0.833333,9.25561,10.6458
6,2842,244,2838,4,458,12,12.6667,-0.666667,6.70653,10.2704
7,2848,238,2844,4,530,12.5,11.8333,0.666667,7.085,9.67297
8,2854,232,2850,4,605,12.1667,11.1667,1,6.93912,9.16182
9,2860,226,2856,4,678,11.8333,11.6667,0.166667,7.98018,8.53912
10,2866,220,2862,4,749,11.6667,12,-0.333333,7.22648,7.98815
11,2872,214,2868,4,819,11.6667,11.5,0.166667,7.75921,7.7215
12,2878,208,2874,4,889,12,11.6667,0.333333,7.99108,7.28075
13,2884,202,2880,4,961,12.3333,11.8333,0.5,8.39088,6.83957
14,2890,196,2886,4,1035,12.1667,12.8333,-0.666667,9.09573,6.49994
15,2896,190,2892,4,1108,12,12.3333,-0.333333,8.68518,6.09006
16,2902,184,2898,4,1180,13,12.1667,0.833333,10.7705,5.72821
17,2908,178,2904,4,1258,12.1667,13,-0.833333,9.47712,5.31191
18,2914,172,2910,4,1331,12.5,12.3333,0.166667,9.56117,4.85868
19,2920,166,2916,4,1406,12.5,12.6667,-0.166667,9.28067,4.60882
20,2926,160,2922,4,1481,12.5,12,0.5,8.39536,4.24923
21,2932,154,2928,4,1556,12,12.1667,-0.166667,7.31253,3.86705
22,2938,148,2934,4,1628,12.5,12.5,0,7.40957,3.58763
23,2944,142,2940,4,1703,13,12.8333,0.166667,7.64151,3.29911
24,2950,136,2946,4,1781,12.3333,12.6667,-0.333333,6.46806,2.95581
25,2956,130,2952,4,1855,12,12,0,6.6886,2.74483
26,2962,124,2958,4,1927,12.5,12.5,0,7.7938,2.48055
27,2968,118,2964,4,2002,12.5,12.5,0,7.03253,2.18571
28,2974,112,2970,4,2077,11.5,12.3333,-0.833333,5.85705,1.96977
29,2980,106,2976,4,2146,12,11.8333,0.166667,6.52628,1.71422
30,2986,100,2982,4,2218,12.3333,12.6667,-0.333333,5.9284,1.54446
31,2992,94,2988,4,2292,12.3333,12.5,-0.166667,6.17885,1.32935
32,2998,88,2994,4,2366,12.1667,12.1667,0,7.26034,1.14947
33,3004,82,3000,4,2439,11.3333,11.8333,-0.5,7.78032,0.996133
34,3010,76,3006,4,2507,11.5,11.3333,0.166667,7.88195,0.819253
35,3016,70,3012,4,2576,11.5,11.1667,0.333333,8.74537,0.695545
36,3022,64,3018,4,2645,11,11.6667,-0.666667,7.39655,0.56527
37,3028,58,3024,4,2711,11.3333,11.3333,0,7.14002,0.451028
38,3034,52,3030,4,2779,11.6667,11.5,0.166667,7.26779,0.34812
39,3040,46,3036,4,2849,11.6667,11.8333,-0.166667,7.61733,0.258919
40,3046,40,3042,4,2919,12,11.8333,0.166667,7.65975,0.17839
41,3052,34,3048,4,2991,11.5,11.5,0,8.2649,0.120579
42,3058,28,3054,4,3060,11.5,11.5,0,8.27212,0.0694442
43,3064,22,3060,4,3129,12,12,0,7.62812,0.0333186
44,3070,16,3066,4,3201,12.1667,12.1667,0,7.7042,0.0103971
45,3076,10,3072,4,3274,12,12,0,7.3368,0.002457
46,3082,4,3078,4,3346,12,12,0,4.88449,7.3584e-05
