k,t_wall,sub_eta,forecast_cycle,staleness_h,d_start,planned_b0_sog,prev_plan_b0_sog,divergence_kn,block0_fuel_mt,sub_solve_s
0,3024,168,3024,0,0,12.1667,,,7.42059,14.491
1,3030,162,3030,0,73,12.1667,11.6667,0.5,7.54097,13.675
2,3036,156,3036,0,146,12.1667,12.1667,0,6.56868,12.4564
3,3042,150,3042,0,219,11.3333,11.5,-0.166667,5.92396,11.343
4,3048,144,3048,0,287,11.1667,10.8333,0.333333,6.03299,10.3944
5,3054,138,3054,0,354,11.1667,11,0.166667,6.54788,9.62594
6,3060,132,3060,0,421,11,11.5,-0.5,6.19739,8.7552
7,3066,126,3066,0,487,11.1667,11.6667,-0.5,6.23906,7.98032
8,3072,120,3072,0,554,11.1667,11.3333,-0.166667,6.58511,7.21771
9,3078,114,3078,0,621,11.3333,11.1667,0.166667,7.22286,6.55697
10,3084,108,3084,0,689,11,11.6667,-0.666667,6.06464,5.81176
11,3090,102,3090,0,755,11.6667,11.5,0.166667,6.5767,5.19479
12,3096,96,3096,0,825,12.1667,11.6667,0.5,7.01107,4.52874
13,3102,90,3102,0,898,11.8333,12,-0.166667,6.78466,3.94182
14,3108,84,3108,0,969,11.8333,11.6667,0.166667,7.60962,3.41921
15,3114,78,3114,0,1040,11.6667,11.8333,-0.166667,7.42951,2.95281
16,3120,72,3120,0,1110,12.1667,12,0.166667,7.80274,2.44491
17,3126,66,3126,0,1183,12.5,12.3333,0.166667,8.73987,2.0196
18,3132,60,3132,0,1258,12.5,12.6667,-0.166667,8.89143,1.65108
19,3138,54,3138,0,1333,11.6667,12.1667,-0.5,8.14118,1.28488
20,3144,48,3144,0,1403,12.1667,11.8333,0.333333,8.83417,0.988552
21,3150,42,3150,0,1476,12.3333,12,0.333333,9.09192,0.72924
22,3156,36,3156,0,1550,12,12.1667,-0.166667,8.59137,0.511692
23,3162,30,3162,0,1622,11.3333,11.5,-0.166667,8.0157,0.328182
24,3168,24,3168,0,1690,10.8333,12.1667,-1.33333,6.51928,0.183617
25,3174,18,3174,0,1755,11.5,10.3333,1.16667,4.57556,0.0818373
26,3180,12,3180,0,1824,10.6667,11.1667,-0.5,6.33511,0.0190913
27,3186,6,3186,0,1888,11,11,0,5.06599,0.000496916
