k,t_wall,sub_eta,forecast_cycle,staleness_h,d_start,planned_b0_sog,prev_plan_b0_sog,divergence_kn,block0_fuel_mt,sub_solve_s
0,336,168,336,0,0,11.6667,,,6.69184,0.119646
1,342,162,342,0,70,11,11,0,7.59877,0.106942
2,348,156,348,0,136,12.1667,12.3333,-0.166667,8.90704,0.102335
3,354,150,354,0,209,12.3333,12.3333,0,9.17474,0.0842163
4,360,144,360,0,283,11.8333,13,-1.16667,7.1802,0.078963
5,366,138,366,0,354,11.3333,11.3333,0,8.05777,0.068655
6,372,132,372,0,422,11.5,11.5,0,7.02224,0.0621198
7,378,126,378,0,491,13.3333,13.3333,0,8.32809,0.0566968
8,384,120,384,0,571,13.3333,11.3333,2,10.5678,0.0510046
9,390,114,390,0,651,13.3333,13.3333,0,9.92915,0.0466736
10,396,108,396,0,731,13.1667,13.1667,0,8.41604,0.041788
11,402,102,402,0,810,12.5177,12.5,0.0177138,7.61071,0.0352538
12,408,96,408,0,885.106,11.149,12.618,-1.4691,5.00284,0.0324479
13,414,90,414,0,952,10.9326,10.9326,0,5.60239,0.0277027
14,420,84,420,0,1017.6,11.5674,10.5674,1,6.53046,0.0229892
15,426,78,426,0,1087,11.8333,10.6667,1.16667,7.29971,0.0208355
16,432,72,432,0,1158,11.3333,11.1667,0.166667,8.09987,0.0167572
17,438,66,438,0,1226,10.6667,10.6667,0,6.42501,0.0143455
18,444,60,444,0,1290,11,11.1667,-0.166667,7.16037,0.0117984
19,450,54,450,0,1356,11.1667,10.6667,0.5,6.52963,0.00957292
20,456,48,456,0,1423,10.9402,10.9402,0,6.10553,0.00746442
21,462,42,462,0,1488.64,10.5598,10.8932,-0.333333,5.46217,0.00541783
22,468,36,468,0,1552,10.8333,11,-0.166667,5.86555,0.003956
23,474,30,474,0,1617,11,11,0,5.85316,0.00284133
24,480,24,480,0,1683,11.3333,11,0.333333,6.28413,0.00155408
25,486,18,486,0,1751,11.8333,11.5,0.333333,7.05523,0.000900833
26,492,12,492,0,1822,11,11,0,5.84962,0.000359791
27,498,6,498,0,1888,11.1165,11.1165,0,6.37537,9.7167e-05
