k,t_h,d_start,d_end,sog_kn,fuel_mt
0,0,0,74.9495,12.4916,8.3287
1,6,74.9495,144.902,11.6588,8.0319
2,12,144.902,217,12.0163,7.76685
3,18,217,281,10.6667,5.10429
4,24,281,353,12,7.40412
5,30,353,427,12.3333,9.09078
6,36,427,501.307,12.3846,9.31458
7,42,501.307,576,12.4488,9.03313
8,48,576,647,11.8333,7.3368
9,54,647,716,11.5,6.84555
10,60,716,786,11.6667,5.9658
11,66,786,854,11.3333,6.71747
12,72,854,926,12,7.2991
13,78,926,1006,13.3333,9.36139
14,84,1006,1075,11.5,6.32356
15,90,1075,1145,11.6667,6.87371
16,96,1145,1217,12,6.7143
17,102,1217,1291,12.3333,7.42483
18,108,1291,1352,10.1667,4.69089
19,114,1352,1413.8,10.2994,4.90912
20,120,1413.8,1473.76,9.99326,4.58121
21,126,1473.76,1540,11.0407,6.4856
22,132,1540,1614,12.3333,8.83102
23,138,1614,1684,11.6667,6.88979
24,144,1684,1745,10.1667,5.64431
25,150,1745,1815.79,11.7991,7.41663
26,156,1815.79,1879,10.5342,5.21285
27,162,1879,1954.03,12.5057,8.95642
