k,t_wall,sub_eta,forecast_cycle,staleness_h,d_start,planned_b0_sog,prev_plan_b0_sog,divergence_kn,block0_fuel_mt,sub_solve_s
0,3528,168,3528,0,0,12.3333,,,8.02621,13.9873
1,3534,162,3534,0,74,11.5,11.8333,-0.333333,7.62869,13.0464
2,3540,156,3540,0,143,11.6667,11.6667,0,7.03387,12.0113
3,3546,150,3546,0,213,11.6667,11.6667,0,6.50952,11.0642
4,3552,144,3552,0,283,12,11.3333,0.666667,7.53328,10.1791
5,3558,138,3558,0,355,11.3333,11.6667,-0.333333,7.15698,9.35013
6,3564,132,3564,0,423,11.1667,11.1667,0,7.01404,8.49547
7,3570,126,3570,0,490,11.1667,11.3333,-0.166667,6.73361,7.73816
8,3576,120,3576,0,557,11.5,11.1667,0.333333,7.01895,7.02284
9,3582,114,3582,0,626,11.6667,11.5,0.166667,7.15405,6.31281
10,3588,108,3588,0,696,12,12,0,6.89861,5.61632
11,3594,102,3594,0,768,11.5,11.5,0,7.06701,5.01286
12,3600,96,3600,0,837,12,11.6667,0.333333,7.55527,4.39928
13,3606,90,3606,0,909,12.1667,12.1667,0,7.59326,3.87071
14,3612,84,3612,0,982,12,12.3333,-0.333333,7.38136,3.29508
15,3618,78,3618,0,1054,12,11.8333,0.166667,7.54266,2.81664
16,3624,72,3624,0,1126,11.8333,11.6667,0.166667,6.69217,2.35688
17,3630,66,3630,0,1197,11.8333,11.1667,0.666667,6.79574,1.9639
18,3636,60,3636,0,1268,11,11.1667,-0.166667,5.9861,1.58846
19,3642,54,3642,0,1334,11.1667,11,0.166667,6.28474,1.27221
20,3648,48,3648,0,1401,11.1667,11.3333,-0.166667,6.33258,0.981962
21,3654,42,3654,0,1468,11.1667,11.1667,0,6.44811,0.736681
22,3660,36,3660,0,1535,11,11.3333,-0.333333,6.29209,0.521765
23,3666,30,3666,0,1601,11.6667,11.3333,0.333333,6.67238,0.34193
24,3672,24,3672,0,1671,11.6667,11.3333,0.333333,7.72838,0.191671
25,3678,18,3678,0,1741,11.6667,12.3333,-0.666667,7.00368,0.0852006
26,3684,12,3684,0,1811,11.6667,11.1667,0.5,6.85324,0.0217965
27,3690,6,3690,0,1881,12.1667,12.1667,0,8.2103,0.000569916
