k,t_wall,sub_eta,forecast_cycle,staleness_h,d_start,planned_b0_sog,prev_plan_b0_sog,divergence_kn,block0_fuel_mt,sub_solve_s
0,3926,280,3924,2,0,12,,,8.16235,13.1307
1,3932,274,3930,2,72,11.3333,12.3333,-1,7.70601,12.5568
2,3938,268,3936,2,140,12.1667,12.3333,-0.166667,6.79997,12.0144
3,3944,262,3942,2,213,11.6667,11.1667,0.5,7.73417,11.431
4,3950,256,3948,2,283,11,11.5,-0.5,7.24068,11.1344
5,3956,250,3954,2,349,11.3333,11.6667,-0.333333,7.51955,10.5191
6,3962,244,3960,2,417,12,12.1667,-0.166667,8.0984,10.483
7,3968,238,3966,2,489,12.1667,12.1667,0,7.92715,9.52012
8,3974,232,3972,2,562,12.3333,11.5,0.833333,7.11116,9.06673
9,3980,226,3978,2,636,11.6667,11.8333,-0.166667,7.32345,8.88621
10,3986,220,3984,2,706,12.1667,11.8333,0.333333,8.70792,8.08049
11,3992,214,3990,2,779,11.6667,12.3333,-0.666667,7.24529,7.59921
12,3998,208,3996,2,849,12.5,11.8333,0.666667,8.71308,7.48064
13,4004,202,4002,2,924,12,12.5,-0.5,7.58279,7.03621
14,4010,196,4008,2,996,12.1667,11.8333,0.333333,8.64028,6.56103
15,4016,190,4014,2,1069,11.8333,12.1667,-0.333333,8.35678,6.17239
16,4022,184,4020,2,1140,11.6667,12,-0.333333,7.17655,5.83194
17,4028,178,4026,2,1210,12.5,11.8333,0.666667,8.70468,5.44894
18,4034,172,4032,2,1285,12.3333,12.3333,0,8.21809,5.01934
19,4040,166,4038,2,1359,11.6667,12.1667,-0.5,7.52582,4.65057
20,4046,160,4044,2,1429,11.5,11.8333,-0.333333,7.26926,4.35206
21,4052,154,4050,2,1498,12.3333,11.8333,0.5,8.49087,4.01058
22,4058,148,4056,2,1572,12.3333,12.6667,-0.333333,7.18927,3.6555
23,4064,142,4062,2,1646,12,12.1667,-0.166667,7.01312,3.36243
24,4070,136,4068,2,1718,12.3333,12,0.333333,7.08334,3.08055
25,4076,130,4074,2,1792,12.8333,12.8333,0,7.45588,2.76761
26,4082,124,4080,2,1869,12.1667,12.8333,-0.666667,6.09134,2.48998
27,4088,118,4086,2,1942,12.1667,11.6667,0.5,8.09963,2.28278
28,4094,112,4092,2,2015,13.1667,12.3333,0.833333,9.2732,2.02988
29,4100,106,4098,2,2094,12.5,13.1667,-0.666667,7.93265,1.82879
30,4106,100,4104,2,2169,12.6667,12.3333,0.333333,8.73481,1.57014
31,4112,94,4110,2,2245,12.3333,12.5,-0.166667,8.56274,1.3913
32,4118,88,4116,2,2319,12,12.5,-0.5,7.84091,1.19991
33,4124,82,4122,2,2391,12.5,12,0.5,8.28228,1.02217
34,4130,76,4128,2,2466,12.5,12.3333,0.166667,8.8177,0.856768
35,4136,70,4134,2,2541,12.5,12.8333,-0.333333,7.95913,0.687981
36,4142,64,4140,2,2616,13.1667,12.5,0.666667,7.81185,0.579268
37,4148,58,4146,2,2695,12.1667,12.1667,0,7.2942,0.458819
38,4154,52,4152,2,2768,12.1667,12.1667,0,7.52714,0.347028
39,4160,46,4158,2,2841,12.1667,12,0.166667,8.05224,0.254916
40,4166,40,4164,2,2914,11.6667,12.1667,-0.5,7.52481,0.179324
41,4172,34,4170,2,2984,12,12,0,8.50699,0.113175
42,4178,28,4176,2,3056,11.8333,12,-0.166667,8.90869,0.0664897
43,4184,22,4182,2,3127,12.1667,12.3333,-0.166667,7.90414,0.0329429
44,4190,16,4188,2,3200,12.1667,12,0.166667,7.93942,0.00906112
45,4196,10,4194,2,3273,12.1667,12.1667,0,7.64644,0.00139625
46,4202,4,4200,2,3346,12,12,0,4.88449,4.1791e-05
