k,t_wall,sub_eta,forecast_cycle,staleness_h,d_start,planned_b0_sog,prev_plan_b0_sog,divergence_kn,block0_fuel_mt,sub_solve_s
0,1848,168,1848,0,0,10.8333,,,7.00028,6.89891
1,1854,162,1854,0,65,10.8333,10.8333,0,6.80383,6.47682
2,1860,156,1860,0,130,11.5,11.5,0,7.26414,6.00574
3,1866,150,1866,0,199,11.5,11.6667,-0.166667,8.32029,5.46173
4,1872,144,1872,0,268,12,11.6667,0.333333,8.40105,5.12937
5,1878,138,1878,0,340,12.3333,12.3333,0,8.57482,4.74688
6,1884,132,1884,0,414,13,13,0,9.40573,4.36159
7,1890,126,1890,0,492,13.3333,11.3333,2,10.4231,3.94533
8,1896,120,1896,0,572,13.1667,13.1667,0,8.89577,3.52996
9,1902,114,1902,0,651,13.5,13.5,0,10.3981,3.15176
10,1908,108,1908,0,732,11.6667,12.1667,-0.5,7.5237,2.82869
11,1914,102,1914,0,802,11.1667,10.8333,0.333333,6.80555,2.53273
12,1920,96,1920,0,869,10.6667,10.8333,-0.166667,7.26206,2.20753
13,1926,90,1926,0,933,11.6667,11.6667,0,7.39092,1.92475
14,1932,84,1932,0,1003,11.8333,11.8333,0,8.01328,1.71967
15,1938,78,1938,0,1074,12.1667,12,0.166667,7.98705,1.43718
16,1944,72,1944,0,1147,12.1667,12.1667,0,7.88341,1.24367
17,1950,66,1950,0,1220,11.6667,12.3333,-0.666667,6.27142,1.05298
18,1956,60,1956,0,1290,11.3333,11.1667,0.166667,6.8809,0.837756
19,1962,54,1962,0,1358,11.8333,11.8333,0,7.48528,0.669489
20,1968,48,1968,0,1429,12.1667,11.5,0.666667,7.59063,0.521206
21,1974,42,1974,0,1502,11.6667,11.6667,0,7.20013,0.407359
22,1980,36,1980,0,1572,11.6667,11.5,0.166667,7.03752,0.284819
23,1986,30,1986,0,1642,11.6667,11.8333,-0.166667,6.99589,0.187713
24,1992,24,1992,0,1712,11.5,11.8333,-0.333333,5.42021,0.111163
25,1998,18,1998,0,1781,9.33333,9.16667,0.166667,4.60471,0.0444004
26,2004,12,2004,0,1837,10,10,0,4.09471,0.0115043
27,2010,6,2010,0,1897,9.66667,9.66667,0,4.33647,0.000287542
