block,time_h,distance_nm,lat_deg,lon_deg,bearing_deg,sog_kn,sws_kn,fcr_mt_per_h,fuel_mt,duration_h,wind_speed_kmh,wind_dir_deg,beaufort,wave_height_m,current_vel_kmh,current_dir_deg
0,0.0,0.0,47.56999999999999,-52.71000000000001,70.50002385241777,10.333333333333334,10.5645751953125,0.8324550973266183,0.7178993582792732,0.8623880862580645,13.708391189575195,346.32867431640625,3,1.300000011920929,0.3285253494977951,260.7824478149414
0,0.8623880862580645,8.911343558,47.620149078617,-52.49999999999068,70.50002385241777,10.333333333333334,10.511474609375,0.8199656094993516,1.6836394589129038,2.053304967193548,24.680345153808595,343.6188876091291,4,2.2039999961853027,0.5619577586650848,166.10742222130762
0,2.9156930534516126,30.128828219,47.739358231602104,-51.999999999989825,70.50002385241777,10.333333333333334,11.005859375,0.941188428921625,1.9325468761698648,2.0533049671935486,33.2510347366333,333.78617286237113,5,2.584999978542328,0.8146580308675766,160.89245686487712
0,4.968998020645161,51.34631288,47.85829505518642,-51.49999999998897,70.50002385241777,10.333333333333334,10.830078125,0.8968079914096744,0.9246108142446116,1.0310019793548388,33.66185760498047,328.5741697481041,5,2.8450000286102295,0.6489992141723633,129.28942048967136
1,6.0,62.0,47.91791274334823,-51.248940854896205,70.50002385241777,10.833333333333334,10.9344482421875,0.9229864400203383,0.9000223278037106,0.9751197729230761,10.462653398513794,339.16752155910234,2,2.5699999928474426,0.17999999225139618,270.0
1,6.975119772923076,72.56379754,47.97695966015122,-51.00000000001165,70.50002385241777,10.833333333333334,10.9344482421875,0.9229864400203383,0.3514714164860825,0.3807980282769243,10.462653398513794,339.16752155910234,2,2.5699999928474426,0.17999999225139618,270.0
1,7.3559178012,76.689109513,47.99999999999737,-50.90278508413172,70.50002385241777,10.833333333333334,10.8282470703125,0.8963531950064012,1.4142114090913795,1.5777390173538457,13.217443466186523,330.642333984375,3,2.700000047683716,0.2545584440231323,135.00009155273438
1,8.933656818553846,93.781282201,48.09535216171696,-50.5000000000108,70.50002385241777,10.833333333333334,10.9967041015625,0.9388415867998852,1.8387560277263513,1.95853704563077,16.423894119262695,327.5301101226694,3,2.783999967575073,0.41555534601211547,190.2504297669607
1,10.892193864184616,114.998766862,48.21347267947571,-50.00000000000995,70.50002385241777,10.833333333333334,11.177978515625,0.986039953900141,1.0923411110896946,1.107806135815384,20.771218299865723,327.2173950391056,4,2.940000057220459,0.512507252395153,207.05195152439018
2,12.0,127.0,48.280164734123304,-49.71718529954546,70.50002385241777,11.333333333333334,10.9033203125,0.9151262505820487,0.7441794441762434,0.8131986637941182,15.69772458076477,250.4792199279732,3,2.534999966621399,1.2884032875299454,122.19393529411667
