k,t_wall,sub_eta,forecast_cycle,staleness_h,d_start,planned_b0_sog,prev_plan_b0_sog,divergence_kn,block0_fuel_mt,sub_solve_s
0,672,168,672,0,0,9.33333,,,5.96829,6.42783
1,678,162,678,0,56,9.83333,9.83333,0,6.77938,5.73209
2,684,156,684,0,115,10.3333,10.5,-0.166667,6.07571,5.40609
3,690,150,690,0,177,10.1667,10.5,-0.333333,6.27151,5.10187
4,696,144,696,0,238,10.5,10.5,0,6.71783,4.81346
5,702,138,702,0,301,10.6667,10.8333,-0.166667,6.97402,4.35175
6,708,132,708,0,365,11,11,0,7.44581,3.9721
7,714,126,714,0,431,11.6667,11.8333,-0.166667,6.41544,3.74308
8,720,120,720,0,501,10.5,11.5,-1,5.63239,3.45936
9,726,114,726,0,564,12.1667,10.3333,1.83333,8.90013,3.04083
10,732,108,726,6,637,12.5,12.5,0,8.80279,2.84898
11,738,102,726,12,712,11.8333,12,-0.166667,6.71568,2.45351
12,744,96,726,18,783,11.6667,12,-0.333333,7.08659,2.21866
13,750,90,726,24,853,12.1667,12.1667,0,7.3563,1.9889
14,756,84,726,30,926,12.1667,12.3333,-0.166667,8.17299,1.64061
15,762,78,762,0,999,12.5,12.5,0,8.70209,1.4127
16,768,72,768,0,1074,12.3333,12,0.333333,8.75006,1.22892
17,774,66,774,0,1148,12,12,0,8.78125,1.05176
18,780,60,780,0,1220,12.1667,11.8333,0.333333,8.96177,0.86192
19,786,54,786,0,1293,11.8333,11.8333,0,7.9461,0.679175
20,792,48,792,0,1364,11.8333,11.8333,0,7.78797,0.527985
21,798,42,798,0,1435,12.6667,12.3333,0.333333,7.78733,0.396803
22,804,36,804,0,1511,11.6667,12.1667,-0.5,7.82443,0.289857
23,810,30,810,0,1581,13.1667,12.6667,0.5,12.7327,0.19422
24,816,24,816,0,1660,12.3333,12.5,-0.166667,11.5157,0.118359
25,822,18,822,0,1734,12.3333,12.8333,-0.5,9.3131,0.0495821
26,828,12,828,0,1808,12,11.6667,0.333333,8.61549,0.012181
27,834,6,834,0,1880,12.5,12.5,0,10.8711,0.000297
