k,t_h,d_start,d_end,sog_kn,fuel_mt
0,0,0,68,11.3333,6.14489
1,6,68,134,11,6.36758
2,12,134,199,10.8333,6.83319
3,18,199,273,12.3333,9.20343
4,24,273,353,13.3333,9.07614
5,30,353,427,12.3333,8.99356
6,36,427,495,11.3333,6.63189
7,42,495,563,11.3333,5.96646
8,48,563,637,12.3333,6.65057
9,54,637,705,11.3333,6.05703
10,60,705,773,11.3333,6.69936
11,66,773,841,11.3333,7.25042
12,72,841,916,12.5,10.0716
13,78,916,987,11.8333,7.82829
14,84,987,1058.53,11.9218,8.07601
15,90,1058.53,1132,12.2449,8.43999
16,96,1132,1207,12.5,9.2552
17,102,1207,1288,13.5,11.5589
18,108,1288,1366,13,10.1651
19,114,1366,1441,12.5,8.38055
20,120,1441,1513,12,7.45215
21,126,1513,1584,11.8333,7.2799
22,132,1584,1668,14,11.1822
23,138,1668,1726,9.66667,3.44439
24,144,1726,1801,12.5,6.73647
25,150,1801,1876,12.5,6.88014
26,156,1876,1957,13.5,8.36467
27,162,1957,2026,11.5,5.99455
28,168,2026,2111,14.1667,10.7728
29,174,2111,2194,13.8333,10.2194
30,180,2194,2269,12.5,7.21333
31,186,2269,2344,12.5,7.77131
32,192,2344,2421,12.8333,8.77404
33,198,2421,2495.66,12.443,9.5764
34,204,2495.66,2570.61,12.4916,8.52346
35,210,2570.61,2645,12.3987,7.50867
36,216,2645,2720,12.5,7.87991
37,222,2720,2788,11.3333,6.97056
38,228,2788,2860.79,12.1311,8.50403
39,234,2860.79,2932,11.8689,7.5583
40,240,2932,3010,13,9.99883
41,246,3010,3076,11,7.00522
42,252,3076,3143,11.1667,6.96677
43,258,3143,3211,11.3333,6.27701
44,264,3211,3279,11.3333,6.43205
45,270,3279,3348,11.5,6.44284
46,276,3348,3393.55,11.3872,4.18135
