block,time_h,distance_nm,lat_deg,lon_deg,bearing_deg,sog_kn,sws_kn,fcr_mt_per_h,fuel_mt,duration_h,wind_speed_kmh,wind_dir_deg,beaufort,wave_height_m,current_vel_kmh,current_dir_deg
0,0.0,0.0,47.56999999999999,-52.71000000000001,70.50002385241777,11.5,11.6156005859375,1.106444695231959,0.8573833745337907,0.774899439826087,20.730501174926758,159.67677307128906,4,0.8900000154972076,0.3812461197376251,346.7174987792969
0,0.774899439826087,8.911343558,47.620149078617,-52.49999999999068,70.50002385241777,11.5,11.573486328125,1.0944534885103094,2.019265226490907,1.8449986661739128,26.92707061767578,152.5385846160673,4,1.4880000114440919,0.35999998450279236,1.4033418597069752e-14
0,2.619898106,30.128828219,47.739358231602104,-51.999999999989825,70.50002385241777,11.5,11.4508056640625,1.0600170078367197,1.95572996558041,1.8449986661739128,24.515371322631836,156.6307769043559,4,1.679999977350235,0.5468841940164566,20.387049741144132
0,4.464896772173913,51.34631288,47.85829505518642,-51.49999999998897,70.50002385241777,11.5,11.3372802734375,1.028800935436891,1.5793156367796692,1.5351032278260872,24.09917402267456,155.68862709894924,4,1.7649999856948853,0.5741339921951294,61.13570664871403
1,6.0,69.0,47.95704716131659,-51.08398256431997,70.50002385241777,10.333333333333334,11.4361572265625,1.055954131001367,0.3641812968789196,0.3448836329032252,31.599831104278564,130.4969873344491,5,1.649999976158142,0.5241401493549347,308.4492961556972
1,6.344883632903225,72.56379754,47.97695966015122,-51.00000000001165,70.50002385241777,10.333333333333334,11.4361572265625,1.055954131001367,0.4215619567314932,0.3992237393225819,31.599831104278564,130.4969873344491,5,1.649999976158142,0.5241401493549347,308.4492961556972
1,6.744107372225807,76.689109513,47.99999999999737,-50.90278508413172,70.50002385241777,10.333333333333334,11.287841796875,1.015400663944889,1.6795551769989563,1.6540812278709662,31.942771911621094,129.9708709716797,5,1.659999966621399,0.5692099332809448,341.56494140625
1,8.398188600096773,93.781282201,48.09535216171696,-50.5000000000108,70.50002385241777,10.333333333333334,11.45263671875,1.0605255989929139,2.177582480248064,2.053304967193549,32.14068870544433,128.5036750603617,5,1.659999966621399,0.8316468477249146,317.9485927192196
1,10.451493567290322,114.998766862,48.21347267947571,-50.00000000000995,70.50002385241777,10.333333333333334,11.6961669921875,1.129627826504789,1.7492359559105173,1.5485064327096776,30.72672176361084,121.65019073967201,5,1.649999976158142,1.0723252445459366,292.5000305175781
2,12.0,131.0,48.3023738127895,-49.62292341921619,70.50002385241777,11.5,11.5496826171875,1.0877143328129255,0.49337317783690127,0.4535870889565228,28.786086559295654,96.1049429283334,4,1.6749999821186066,1.0103689283132553,117.94611670263839
2,12.453587088956523,136.216251523,48.33132133737958,-49.500000000009095,70.50002385241777,11.5,11.5496826171875,1.0877143328129255,2.0068314932180953,1.8449986661739128,28.786086559295654,96.1049429283334,4,1.6749999821186066,1.0103689283132553,117.94611670263839
2,14.298585755130436,157.433736184,48.448898263701324,-49.00000000000824,70.50002385241777,11.5,12.0623779296875,1.2390918346979065,0.9952535711258667,0.8032121133043475,29.93658208847046,97.05526827251146,5,1.75,1.3404276371002197,117.83144528404205
2,15.101797868434783,166.670675487,48.500000000000696,-48.78232718321118,70.50002385241777,11.5,12.3590087890625,1.3327712762847554,1.3884631936842642,1.0417865528695636,32.52894719441732,96.96392709656193,5,1.7933332920074463,0.6023717721303304,127.45463472899121
2,16.143584421304347,178.651220845,48.566203591000324,-48.50000000000736,70.50002385241777,11.5,12.3590087890625,1.3327712762847554,2.4589612270602794,1.8449986661739146,32.52894719441732,96.96392709656193,5,1.7933332920074463,0.6023717721303304,127.45463472899121
