k,t_wall,sub_eta,forecast_cycle,staleness_h,d_start,planned_b0_sog,prev_plan_b0_sog,divergence_kn,block0_fuel_mt,sub_solve_s
0,4200,168,4200,0,0,12.5,,,7.83895,14.6972
1,4206,162,4206,0,75,12.1667,11.8333,0.333333,7.96715,13.6229
2,4212,156,4212,0,148,12.6667,12.5,0.166667,8.28686,12.6309
3,4218,150,4218,0,224,12.3333,13,-0.666667,7.19839,11.6425
4,4224,144,4224,0,298,12,11.5,0.5,7.00665,10.6097
5,4230,138,4230,0,370,11.6667,11.5,0.166667,7.11471,9.76445
6,4236,132,4236,0,440,11.6667,11.6667,0,6.73938,8.86144
7,4242,126,4242,0,510,11.6667,11.3333,0.333333,7.08625,8.07525
8,4248,120,4248,0,580,12,11.8333,0.166667,7.58166,7.25077
9,4254,114,4254,0,652,12.6667,12.8333,-0.166667,7.00374,6.48823
10,4260,108,4260,0,728,12.5,12.3333,0.166667,7.42113,5.77863
11,4266,102,4266,0,803,11.3333,12,-0.666667,6.18284,5.09185
12,4272,96,4272,0,871,12.3333,11.5,0.833333,6.83855,4.55032
13,4278,90,4278,0,945,11.8333,11.8333,0,6.7716,3.94909
14,4284,84,4284,0,1016,11.6667,12,-0.333333,6.22778,3.36988
15,4290,78,4290,0,1086,11.3333,10.8333,0.5,6.22404,2.88191
16,4296,72,4296,0,1154,11,11,0,6.81987,2.41936
17,4302,66,4302,0,1220,11.5,11.1667,0.333333,6.45211,2.00884
18,4308,60,4308,0,1289,11.1667,11,0.166667,6.72598,1.61492
19,4314,54,4314,0,1356,10.1667,10.5,-0.333333,6.12576,1.2836
20,4320,48,4320,0,1417,11,10.8333,0.166667,6.38264,0.995881
21,4326,42,4326,0,1483,10.5,10.6667,-0.166667,5.57886,0.742186
22,4332,36,4332,0,1546,10.6667,10.5,0.166667,6.28389,0.533112
23,4338,30,4338,0,1610,10.8333,10.6667,0.166667,5.88615,0.349219
24,4344,24,4344,0,1675,11.3333,11.3333,0,6.50411,0.200514
25,4350,18,4350,0,1743,11.8333,12.3333,-0.5,5.67767,0.0882192
26,4356,12,4356,0,1814,11,11,0,6.00721,0.0211622
27,4362,6,4362,0,1880,12.3333,12.3333,0,8.06888,0.00053075
