k,t_h,d_start,d_end,sog_kn,fuel_mt
0,0,0,72,12,6.97382
1,6,72,142,11.6667,6.67723
2,12,142,212,11.6667,6.63071
3,18,212,282,11.6667,6.509
4,24,282,351,11.5,6.58592
5,30,351,420,11.5,6.41274
6,36,420,490,11.6667,6.18322
7,42,490,558,11.3333,6.64568
8,48,558,628,11.6667,6.35658
9,54,628,698,11.6667,6.902
10,60,698,766,11.3333,5.9318
11,66,766,839,12.1667,7.15146
12,72,839,910,11.8333,6.70244
13,78,910,979,11.5,7.23611
14,84,979,1048,11.5,7.17588
15,90,1048,1120,12,7.8898
16,96,1120,1193,12.1667,7.6527
17,102,1193,1266,12.1667,6.50271
18,108,1266,1334,11.3333,7.01903
19,114,1334,1400,11,6.92137
20,120,1400,1469,11.5,6.89796
21,126,1469,1534,10.8333,5.60441
22,132,1534,1602,11.3333,6.52886
23,138,1602,1675,12.1667,7.25061
24,144,1675,1749,12.3333,7.31967
25,150,1749,1822,12.1667,5.68824
26,156,1822,1889,11.1667,6.91057
27,162,1889,1954,10.8333,6.29534
