node_id,segment,lat,lon,target_sog_knots,actual_sog_knots,required_sws_knots,clamped_sws_knots,distance_nm,time_h,fuel_mt,cum_distance_nm,cum_time_h,cum_fuel_mt,beaufort,wave_height_m,current_knots,heading_deg
73,3,20.67771426841554,66.7189570854568,11.990467392735654,11.990467392735654,12.2125244140625,12.2125244140625,11.999999999999886,1.0007950154862193,1.286963320968233,905.2439546858991,75.58759856339525,100.6872873884389,1,0.7200000286102295,0.29157668545230675,138.9531760265987
74,3,20.52692472303643,66.85910169884164,11.990467392735654,11.990467392735654,12.4871826171875,12.4871826171875,11.999999999999659,1.0007950154862002,1.3757617283626775,917.2439546858988,76.58839357888145,102.06304911680158,1,0.7400000095367432,0.5233961099167365,139.00249011327364
75,3,20.37602283209166,66.99897028690559,11.990467392735654,11.990467392735654,12.33154296875,12.33154296875,12.000000000000455,1.0007950154862666,1.324957953048128,929.2439546858992,77.58918859436771,103.3880070698497,1,0.7599999904632568,0.35043154112978575,139.05136221256942
76,3,20.22500971444217,67.13856539609694,11.990467392735654,11.990467392735654,12.188720703125,12.188720703125,11.999999999999659,1.0007950154862002,1.2794526302478693,941.2439546858989,78.58998360985392,104.66745970009758,2,0.7599999904632568,0.29157668545230675,139.099793975579
77,3,20.073886482315842,67.27788956261784,11.990467392735654,11.990467392735654,12.4725341796875,12.4725341796875,12.0,1.0007950154862288,1.3709257788620708,953.2439546858989,79.59077862534015,106.03838547895965,2,0.7599999904632568,0.4859611102365778,139.14778703867748
78,3,19.92265424137789,67.41694531248967,11.990467392735656,11.990467392735656,12.3992919921875,12.3992919921875,12.000000000000227,1.0007950154862475,1.3469159531351176,965.2439546858991,80.5915736408264,107.38530143209478,2,0.7599999904632568,0.4346568628212288,139.1953430235404
79,3,19.771314090800963,67.555735161619,11.990467392735656,11.990467392735656,12.0623779296875,12.0623779296875,11.999999999999432,1.000795015486181,1.240076931895292,977.2439546858985,81.59236865631257,108.62537836399007,2,0.7599999904632568,0.09719222043811888,139.2424635372136
80,3,19.619867123334654,67.69426161586426,11.990467392735654,11.990467392735654,12.2784423828125,12.2784423828125,12.000000000000114,1.0007950154862382,1.3079154336968535,989.2439546858986,82.5931636717988,109.93329379768691,3,0.7599999904632568,0.2749011274547865,139.28915017208845
81,3,19.468314425374704,67.83252717110335,11.990467392735653,11.990467392735653,12.28759765625,12.28759765625,12.000000000000341,1.0007950154862573,1.3108433101615653,1001.243954685899,83.59395868728507,111.24413710784847,3,0.7599999904632568,0.30734877606962463,139.33540450600645
82,3,19.31665707703168,67.97053431330148,11.990467392735654,11.990467392735654,12.3681640625,12.3681640625,12.000000000000114,1.0007950154862382,1.3367972613911623,1013.2439546858991,84.5947537027713,112.58093436923964,3,0.7599999904632568,0.4859611102365778,139.38122810223712
83,3,19.164896152199308,68.10828551858005,11.990467392735653,11.990467392735653,12.364501953125,12.364501953125,12.000000000000227,1.000795015486248,1.3356101696645408,1025.2439546858993,85.59554871825755,113.91654453890418,2,0.7599999904632568,0.4859611102365778,139.42662250955252
