k,t_wall,sub_eta,forecast_cycle,staleness_h,d_start,planned_b0_sog,prev_plan_b0_sog,divergence_kn,block0_fuel_mt,sub_solve_s
0,1406,280,1404,2,0,11.8333,,,6.09938,19.6478
1,1412,274,1410,2,71,11,11,0,6.06496,19.0786
2,1418,268,1416,2,137,10.6667,10.6667,0,6.35307,18.4632
3,1424,262,1422,2,201,12,12,0,7.54356,17.6138
4,1430,256,1428,2,273,11.8333,11.5,0.333333,7.37456,16.7596
5,1436,250,1434,2,344,12,11.8333,0.166667,8.35147,16.2722
6,1442,244,1440,2,416,12.3333,12.5,-0.166667,8.90961,15.4637
7,1448,238,1446,2,490,13,13,0,8.56675,14.9286
8,1454,232,1452,2,568,12.6667,12.6667,0,8.48219,13.9442
9,1460,226,1458,2,644,12.1667,12.6667,-0.5,8.48562,13.3381
10,1466,220,1464,2,717,13,13,0,8.50146,12.6089
11,1472,214,1470,2,795,13.3333,12.5,0.833333,7.86297,12.1634
12,1478,208,1476,2,875,12.6667,12.6667,0,8.29138,11.0881
13,1484,202,1482,2,951,12.5,12.5,0,8.2084,10.4157
14,1490,196,1488,2,1026,11.6667,11.8333,-0.166667,6.59834,9.7696
15,1496,190,1494,2,1096,11.8333,12,-0.166667,6.45917,9.32497
16,1502,184,1500,2,1167,12,11.8333,0.166667,6.83004,8.7318
17,1508,178,1506,2,1239,12.3333,12,0.333333,7.31397,8.07768
18,1514,172,1512,2,1313,11.8333,12.1667,-0.333333,6.8815,7.79644
19,1520,166,1518,2,1384,11.8333,11.8333,0,6.32678,7.17104
20,1526,160,1524,2,1455,11.6667,11.6667,0,6.41832,6.63615
21,1532,154,1530,2,1525,11.8333,11.6667,0.166667,6.77502,6.33945
22,1538,148,1536,2,1596,11.8333,11.6667,0.166667,6.73215,5.72356
23,1544,142,1542,2,1667,11.8333,12,-0.166667,6.80948,5.2669
24,1550,136,1548,2,1738,12,12,0,7.00685,4.91644
25,1556,130,1554,2,1810,11.6667,11.6667,0,7.29195,4.49466
26,1562,124,1560,2,1880,11.6667,11.3333,0.333333,6.5438,4.16456
27,1568,118,1566,2,1950,11.3333,12,-0.666667,6.57432,3.81639
28,1574,112,1572,2,2018,11.5,11.8333,-0.333333,6.29539,3.39317
29,1580,106,1578,2,2087,12,11.5,0.5,7.42141,2.91295
30,1586,100,1584,2,2159,11.3333,11.5,-0.166667,7.01105,2.59675
31,1592,94,1590,2,2227,11.6667,11.6667,0,7.17845,2.31015
32,1598,88,1596,2,2297,11.5,12,-0.5,6.56019,2.07243
33,1604,82,1602,2,2366,12,11.5,0.5,7.24269,1.90373
34,1610,76,1608,2,2438,11.8333,11.8333,0,7.25077,1.55052
35,1616,70,1614,2,2509,12,12.5,-0.5,6.19516,1.28473
36,1622,64,1620,2,2581,12.6667,12.6667,0,7.29296,1.0725
37,1628,58,1626,2,2657,13.3333,12.8333,0.5,8.68366,0.890134
38,1634,52,1632,2,2737,13,12.8333,0.166667,7.67988,0.735533
39,1640,46,1638,2,2815,13,13.3333,-0.333333,7.42491,0.582664
40,1646,40,1644,2,2893,12.3333,12.8333,-0.5,7.25308,0.421546
41,1652,34,1650,2,2967,12.6667,12.6667,0,8.7327,0.309292
42,1658,28,1656,2,3043,12.3333,12.3333,0,9.41073,0.192658
43,1664,22,1662,2,3117,12.5,12.6667,-0.166667,8.75798,0.110285
44,1670,16,1668,2,3192,12.5,12.5,0,8.43813,0.0500993
45,1676,10,1674,2,3267,12.5,12.5,0,8.23713,0.00780533
46,1682,4,1680,2,3342,12.75,12.75,0,5.84936,0.000214583
