k,t_h,d_start,d_end,sog_kn,fuel_mt
0,0,0,76,12.6667,8.40823
1,6,76,154,13,8.57176
2,12,154,233,13.1667,8.96082
3,18,233,306,12.1667,7.9673
4,24,306,379,12.1667,8.68449
5,30,379,451,12,8.41574
6,36,451,526,12.5,8.72861
7,42,526,599,12.1667,6.79077
8,48,599,676,12.8333,7.93829
9,54,676,748,12,8.16942
10,60,748,820,12,7.33034
11,66,820,890,11.6667,7.06509
12,72,890,965,12.5,8.45908
13,78,965,1039,12.3333,8.45998
14,84,1039,1111,12,8.24669
15,90,1111,1184,12.1667,8.12295
16,96,1184,1259,12.5,8.55417
17,102,1259,1335,12.6667,8.14882
18,108,1335,1409,12.3333,7.99794
19,114,1409,1483,12.3333,8.1168
20,120,1483,1558,12.5,8.16122
21,126,1558,1636,13,7.70666
22,132,1636,1710,12.3333,6.79172
23,138,1710,1783,12.1667,6.60813
24,144,1783,1853,11.6667,6.92157
25,150,1853,1925,12,6.73054
26,156,1925,1996,11.8333,6.31314
27,162,1996,2069,12.1667,6.55434
28,168,2069,2141,12,6.6592
29,174,2141,2211,11.6667,6.81547
30,180,2211,2282,11.8333,7.58467
31,186,2282,2351,11.5,7.70426
32,192,2351,2417,11,6.5814
33,198,2417,2485,11.3333,7.04514
34,204,2485,2554,11.5,7.55539
35,210,2554,2621,11.1667,7.4044
36,216,2621,2692,11.8333,8.13458
37,222,2692,2762,11.6667,7.69319
38,228,2762,2836,12.3333,7.93886
39,234,2836,2912,12.6667,7.18628
40,240,2912,2986,12.3333,6.97298
41,246,2986,3056,11.6667,7.8107
42,252,3056,3126,11.6667,8.18382
43,258,3126,3199,12.1667,8.06098
44,264,3199,3272,12.1667,7.74738
45,270,3272,3345,12.1667,7.6361
46,276,3345,3394,12.25,5.30034
