k,t_wall,sub_eta,forecast_cycle,staleness_h,d_start,planned_b0_sog,prev_plan_b0_sog,divergence_kn,block0_fuel_mt,sub_solve_s
0,3646,280,3642,4,0,12.4916,,,8.06203,0.226517
1,3652,274,3648,4,74.9495,13.1751,12.4916,0.683503,8.93338,0.198409
2,3658,268,3654,4,154,12.6667,12.1667,0.5,7.93796,0.188398
3,3664,262,3660,4,230,11.3333,11.3333,0,6.48141,0.195307
4,3670,256,3666,4,298,12.5,12.5,0,8.69488,0.183018
5,3676,250,3672,4,373,12.1667,12.1667,0,7.66716,0.184139
6,3682,244,3678,4,446,11.8333,12,-0.166667,7.47451,0.161276
7,3688,238,3684,4,517,12.3333,11.8333,0.5,7.21177,0.156071
8,3694,232,3690,4,591,12.5,12,0.5,7.17186,0.149752
9,3700,226,3696,4,666,12,13.1667,-1.16667,8.0763,0.140373
10,3706,220,3702,4,738,12.3333,12.6667,-0.333333,7.85089,0.129003
11,3712,214,3708,4,812,11.9414,12.3333,-0.39192,7.56847,0.119183
12,3718,208,3714,4,883.648,12.4916,12.3919,0.099659,8.41988,0.110272
13,3724,202,3720,4,958.598,12.4003,12.4003,0,8.57413,0.115147
14,3730,196,3726,4,1033,12.5,12.5,0,9.02211,0.0970041
15,3736,190,3732,4,1108,12.3333,12.3333,0,8.45595,0.0934062
16,3742,184,3738,4,1182,12.6667,11.6667,1,8.7024,0.0843958
17,3748,178,3744,4,1258,12.39,12.3333,0.0566574,7.62,0.0780728
18,3754,172,3750,4,1332.34,12.4433,11.7767,0.666667,8.21212,0.0715179
19,3760,166,3756,4,1407,11.3333,12.3333,-1,6.3286,0.0733932
20,3766,160,3762,4,1475,11.3333,11.3333,0,6.11984,0.0608513
21,3772,154,3768,4,1543,11.734,11.1667,0.567377,5.6573,0.0571242
22,3778,148,3774,4,1613.4,11.4326,11.4326,0,5.43328,0.0511533
23,3784,142,3780,4,1682,11.5,11.5,0,5.42189,0.0491206
24,3790,136,3786,4,1751,12.6667,12.6667,0,7.59482,0.0424092
25,3796,130,3792,4,1827,12.3333,12.3333,0,7.32607,0.0388947
26,3802,124,3798,4,1901,14.1667,14.1667,0,10.5836,0.03499
27,3808,118,3804,4,1986,12.5,12.5,0,6.63553,0.033635
28,3814,112,3810,4,2061,13.5,11.5,2,8.32444,0.0270257
29,3820,106,3816,4,2142,10.6667,12.8333,-2.16667,5.17876,0.02412
30,3826,100,3822,4,2206,11.5,10.5,1,6.90443,0.02113
31,3832,94,3828,4,2275,12.1667,11.3333,0.833333,9.04872,0.0183463
32,3838,88,3834,4,2348,11.1667,11.8333,-0.666667,6.89147,0.0156238
33,3844,82,3840,4,2415,10.8333,10.8333,0,6.18752,0.0143643
34,3850,76,3846,4,2480,10.8333,10.8333,0,6.36916,0.0114758
35,3856,70,3852,4,2545,12.6667,12.5,0.166667,9.83502,0.00916158
36,3862,64,3858,4,2621,11.8333,12.3333,-0.5,8.13185,0.00787529
37,3868,58,3864,4,2692,11.6667,11.8333,-0.166667,7.70118,0.0058715
38,3874,52,3870,4,2762,12.3006,12.3006,0,7.87819,0.00434662
39,3880,46,3876,4,2835.8,12.4916,12.4916,0,6.87547,0.00319187
40,3886,40,3882,4,2910.75,12.3745,12.3745,0,7.03862,0.00211667
41,3892,34,3888,4,2985,14.1667,14,0.166667,10.987,0.00167438
42,3898,28,3894,4,3070,11,11,0,6.92328,0.000929
43,3904,22,3900,4,3136,11.3333,11.3333,0,6.51066,0.000616791
44,3910,16,3906,4,3204,11.8333,12,-0.166667,7.41088,0.000209458
45,3916,10,3912,4,3275,11.8333,11.8333,0,7.02584,8.9792e-05
46,3922,4,3918,4,3346,11.8872,11.8872,0,4.85104,1.7959e-05
