k,t_h,d_start,d_end,sog_kn,fuel_mt
0,0,0,74.9495,12.4916,8.06203
1,6,74.9495,154,13.1751,8.93338
2,12,154,230,12.6667,7.93796
3,18,230,298,11.3333,6.48141
4,24,298,373,12.5,8.69488
5,30,373,446,12.1667,7.66716
6,36,446,517,11.8333,7.47451
7,42,517,591,12.3333,7.21177
8,48,591,666,12.5,7.17186
9,54,666,738,12,8.0763
10,60,738,812,12.3333,7.85089
11,66,812,883.648,11.9414,7.56847
12,72,883.648,958.598,12.4916,8.41988
13,78,958.598,1033,12.4003,8.57413
14,84,1033,1108,12.5,9.02211
15,90,1108,1182,12.3333,8.45595
16,96,1182,1258,12.6667,8.7024
17,102,1258,1332.34,12.39,7.62
18,108,1332.34,1407,12.4433,8.21212
19,114,1407,1475,11.3333,6.3286
20,120,1475,1543,11.3333,6.11984
21,126,1543,1613.4,11.734,5.6573
22,132,1613.4,1682,11.4326,5.43328
23,138,1682,1751,11.5,5.42189
24,144,1751,1827,12.6667,7.59482
25,150,1827,1901,12.3333,7.32607
26,156,1901,1986,14.1667,10.5836
27,162,1986,2061,12.5,6.63553
28,168,2061,2142,13.5,8.32444
29,174,2142,2206,10.6667,5.17876
30,180,2206,2275,11.5,6.90443
31,186,2275,2348,12.1667,9.04872
32,192,2348,2415,11.1667,6.89147
33,198,2415,2480,10.8333,6.18752
34,204,2480,2545,10.8333,6.36916
35,210,2545,2621,12.6667,9.83502
36,216,2621,2692,11.8333,8.13185
37,222,2692,2762,11.6667,7.70118
38,228,2762,2835.8,12.3006,7.87819
39,234,2835.8,2910.75,12.4916,6.87547
40,240,2910.75,2985,12.3745,7.03862
41,246,2985,3070,14.1667,10.987
42,252,3070,3136,11,6.92328
43,258,3136,3204,11.3333,6.51066
44,264,3204,3275,11.8333,7.41088
45,270,3275,3346,11.8333,7.02584
46,276,3346,3393.55,11.8872,4.85104
