k,t_wall,sub_eta,forecast_cycle,staleness_h,d_start,planned_b0_sog,prev_plan_b0_sog,divergence_kn,block0_fuel_mt,sub_solve_s
0,840,168,840,0,0,11.1667,,,5.8049,6.05804
1,846,162,846,0,67,10.6667,10.6667,0,5.87767,916.835
2,852,156,852,0,131,11.3333,11.3333,0,6.65081,5.48018
3,858,150,858,0,199,11.5,11.5,0,7.00688,4.92194
4,864,144,864,0,268,12.3333,12.8333,-0.5,8.50361,4.65985
5,870,138,870,0,342,12.3333,12.1667,0.166667,9.39947,4.20766
6,876,132,876,0,416,12.5,12.5,0,8.32431,3.87964
7,882,126,882,0,491,12.8333,13.5,-0.666667,10.1203,3.5553
8,888,120,888,0,568,14,14,0,11.1134,3.23901
9,894,114,894,0,652,13.3333,13.3333,0,10.5038,2.87864
10,900,108,900,0,732,13,13,0,9.25089,2.58152
11,906,102,906,0,810,12,11.3333,0.666667,6.77002,2.26351
12,912,96,912,0,882,11.8333,11,0.833333,6.34182,2.03059
13,918,90,918,0,953,10.8333,11.1667,-0.333333,5.305,1.80571
14,924,84,924,0,1018,10.8333,10.6667,0.166667,4.80383,1.54525
15,930,78,930,0,1083,10.5,10.6667,-0.166667,4.54759,1.32258
16,936,72,936,0,1146,10.8333,10.5,0.333333,5.23431,1.16196
17,942,66,942,0,1211,11,11.1667,-0.166667,5.38249,0.972702
18,948,60,948,0,1277,11.1667,10.8333,0.333333,5.70155,0.797973
19,954,54,954,0,1344,11,10.5,0.5,6.67441,0.62323
20,960,48,960,0,1410,11.1667,11.1667,0,5.99426,0.488979
21,966,42,966,0,1477,10.3333,11.5,-1.16667,5.64427,0.376665
22,972,36,972,0,1539,10.3333,10.5,-0.166667,5.73859,0.277461
23,978,30,978,0,1601,10.8333,10.8333,0,6.19138,0.187748
24,984,24,984,0,1666,11.3333,11.1667,0.166667,5.79124,0.109352
25,990,18,990,0,1734,12,10.5,1.5,8.5189,0.0491859
26,996,12,996,0,1806,12.6667,13.8333,-1.16667,8.92316,0.0129895
27,1002,6,1002,0,1882,12.1667,12.1667,0,8.91855,0.000294792
