k,t_wall,sub_eta,forecast_cycle,staleness_h,d_start,planned_b0_sog,prev_plan_b0_sog,divergence_kn,block0_fuel_mt,sub_solve_s
0,840,168,840,0,0,12.4916,,,8.12258,0.522822
1,846,162,846,0,74.9495,12.4916,12.4916,0,9.11857,0.421323
2,852,156,852,0,149.899,11.8502,11.8502,0,8.64112,0.352868
3,858,150,858,0,221,11.6667,11.6667,0,7.38725,0.324804
4,864,144,864,0,291,12.491,12.491,0,9.57801,0.299222
5,870,138,870,0,365.946,11.009,12.4916,-1.48261,6.99448,0.280227
6,876,132,876,0,432,12.3333,12.3333,0,7.86094,0.250305
7,882,126,882,0,506,13.3333,13.3333,0,9.95792,0.234187
8,888,120,888,0,586,14,13.5,0.5,10.9388,0.188471
9,894,114,894,0,670,11.8333,12.6667,-0.833333,7.36398,0.134663
10,900,108,900,0,741,11.8333,13.1667,-1.33333,6.66382,0.109186
11,906,102,906,0,812,11.5,10.6667,0.833333,6.12427,0.10495
12,912,96,912,0,881,11.8333,10.6667,1.16667,7.40075,0.0803948
13,918,90,918,0,952,12.3566,12.3566,0,7.88942,0.0711419
14,924,84,924,0,1026.14,10.6434,10.6434,0,4.63039,0.0556619
15,930,78,930,0,1090,10.8333,10.8333,0,4.6945,0.0493149
16,936,72,936,0,1155,11.6667,10.6667,1,6.56672,0.0411809
17,942,66,942,0,1225,10.5,12.4874,-1.98743,4.89356,0.0331221
18,948,60,948,0,1288,10.14,10.14,0,4.32983,0.0292696
19,954,54,954,0,1348.84,9.99326,9.99326,0,5.23702,0.0223267
20,960,48,960,0,1408.8,9.99326,9.99326,0,4.31895,0.0260108
21,966,42,966,0,1468.76,12.4916,10.826,1.66554,9.40472,0.0202432
22,972,36,972,0,1543.71,11.7152,12.5486,-0.833333,8.4085,0.0141261
23,978,30,978,0,1614,10.1667,10.1667,0,4.90438,0.008872
24,984,24,984,0,1675,10.6667,9.83333,0.833333,4.83026,0.00599496
25,990,18,990,0,1739,11.1667,12.1667,-1,6.50458,0.00224087
26,996,12,996,0,1806,12.3333,12.629,-0.295641,8.29036,0.000861
27,1002,6,1002,0,1880,12.339,12.339,0,9.23969,0.000228708
