k,t_h,d_start,d_end,sog_kn,fuel_mt
0,0,0,74.9495,12.4916,8.12258
1,6,74.9495,149.899,12.4916,9.11857
2,12,149.899,221,11.8502,8.64112
3,18,221,291,11.6667,7.38725
4,24,291,365.946,12.491,9.57801
5,30,365.946,432,11.009,6.99448
6,36,432,506,12.3333,7.86094
7,42,506,586,13.3333,9.95792
8,48,586,670,14,10.9388
9,54,670,741,11.8333,7.36398
10,60,741,812,11.8333,6.66382
11,66,812,881,11.5,6.12427
12,72,881,952,11.8333,7.40075
13,78,952,1026.14,12.3566,7.88942
14,84,1026.14,1090,10.6434,4.63039
15,90,1090,1155,10.8333,4.6945
16,96,1155,1225,11.6667,6.56672
17,102,1225,1288,10.5,4.89356
18,108,1288,1348.84,10.14,4.32983
19,114,1348.84,1408.8,9.99326,5.23702
20,120,1408.8,1468.76,9.99326,4.31895
21,126,1468.76,1543.71,12.4916,9.40472
22,132,1543.71,1614,11.7152,8.4085
23,138,1614,1675,10.1667,4.90438
24,144,1675,1739,10.6667,4.83026
25,150,1739,1806,11.1667,6.50458
26,156,1806,1880,12.3333,8.29036
27,162,1880,1954.03,12.339,9.23969
