node_id,segment,lat,lon,planned_sog_knots,actual_sog_knots,planned_sws_knots,actual_sws_knots,distance_nm,time_h,fuel_mt,cum_distance_nm,cum_time_h,cum_fuel_mt,beaufort,wave_height_m,current_knots,heading_deg
62,2,22.135979234091778,64.92473113252721,13,12.72469489638491,13.2745361328125,13.0,11.999999999999886,0.9430481514656268,1.4627450128716075,770.1989590832887,60.87999737395924,92.76786990203496,1,0.8999999761581421,0.5939524966748693,118.37283034766627
63,2,22.040892311351588,65.11445289918954,13,12.865994211970062,13.133544921875,13.0,12.000000000000114,0.9326912325854883,1.4466805824211644,782.1989590832889,61.81268860654473,94.21455048445613,2,0.8999999761581421,0.26997840172786175,118.44417287971834
64,2,21.945587161018047,65.30391960003178,13,13.0,12.877197265625,12.877197265625,12.000000000000114,0.9230769230769318,1.391575073535432,794.198959083289,62.735765529621666,95.60612555799156,2,0.8999999761581421,0.26997840172786175,118.51512770756263
65,2,21.85006511758026,65.4931322154511,13,13.0,12.9376220703125,12.9376220703125,15.044995602609788,1.1573073540469068,1.7693624057848802,809.2439546858988,63.89307288366857,97.37548796377644,3,0.8799999952316284,0.21598272460068274,118.58569512024215
66,3,21.73,65.73,13,12.723846772034797,13.265380859375,13.0,11.999999999999886,0.943111011551489,1.4628425140193067,821.2439546858986,64.83618389522006,98.83833047779574,3,0.8600000143051147,0.10799136230034137,138.5954599747081
67,3,21.5800287738682,65.8721489652029,13,12.570742465167243,13.419189453125,13.0,12.000000000000341,0.9545975532671682,1.4806590821167458,833.243954685899,65.79078144848722,100.31898955991248,2,0.8600000143051147,0.37796975598221977,138.64791544713336
68,3,21.42993717840571,66.0140037877382,13,12.738330982795475,13.2562255859375,13.0,11.999999999999432,0.9420386404001245,1.461179178429106,845.2439546858984,66.73282008888735,101.78016873834159,2,0.8399999737739563,0.21598272460068274,138.6999169596002
69,3,21.27972638091531,66.15556708753768,13,12.798850733623441,13.19580078125,13.0,12.000000000000682,0.9375841823419251,1.454269948715278,857.2439546858991,67.67040427122927,103.23443868705687,2,0.8399999737739563,0.10799136230034137,138.75146626712936
70,3,21.129397541561023,66.29684147385288,13,12.677950118175472,13.3148193359375,13.0,11.999999999999773,0.9465252574859266,1.468138289431786,869.2439546858989,68.6169295287152,104.70257697648866,2,0.8399999737739563,0.26997840172786175,138.80256510984813
71,3,20.97895181344168,66.43782954531436,13,12.834355258099764,13.16650390625,13.0,11.999999999999886,0.9349904813042076,1.450246905722293,881.2439546858988,69.55192001001942,106.15282388221095,1,0.8199999928474426,0.21598272460068274,138.8532152129319
72,3,20.828390342664054,66.57853388999213,13,12.834229228335769,13.16650390625,13.0,12.000000000000455,0.9349996627383373,1.450261146879506,893.2439546858992,70.48691967275775,107.60308502909047,1,0.8199999928474426,0.21598272460068274,138.9034182866985
73,3,20.67771426841554,66.7189570854568,13,12.664533099557646,13.3349609375,13.0,11.999999999999886,0.9475280222070744,1.4696936597409935,905.2439546858991,71.43444769496483,109.07277868883146,0,0.8199999928474426,0.37796975598221977,138.9531760265987
74,3,20.52692472303643,66.85910169884164,13,12.283269492870401,13.7176513671875,13.0,11.999999999999659,0.9769385917132926,1.5153118647118373,917.2439546858988,72.41138628667812,110.5880905535433,0,0.8199999928474426,0.7559395119644395,139.00249011327364
75,3,20.37602283209166,66.99897028690559,13,12.521369268392831,13.477783203125,13.0,12.000000000000455,0.9583616410300712,1.4864974908922048,929.2439546858992,73.36974792770819,112.0745880444355,1,0.8399999737739563,0.4859611102365778,139.05136221256942
76,3,20.22500971444217,67.13856539609694,13,12.688833846234873,13.3111572265625,13.0,11.999999999999659,0.9457133843359758,1.4668790076026141,941.2439546858989,74.31546131204416,113.54146705203812,1,0.8199999928474426,0.37796975598221977,139.099793975579
77,3,20.073886482315842,67.27788956261784,13,12.48043121954916,13.51806640625,13.0,12.0,0.9615052387936227,1.4913734687984899,953.2439546858989,75.27696655083778,115.0328405208366,2,0.8199999928474426,0.5399568034557235,139.14778703867748
78,3,19.92265424137789,67.41694531248967,13,12.514562180479434,13.485107421875,13.0,12.000000000000227,0.9588829259019677,1.4873060464738759,965.2439546858991,76.23584947673976,116.52014656731048,2,0.8399999737739563,0.5399568034557235,139.1953430235404
79,3,19.771314090800963,67.555735161619,13,12.852430324542379,13.148193359375,13.0,11.999999999999432,0.933675553726583,1.448207345225336,977.2439546858985,77.16952503046635,117.96835391253582,2,0.8399999737739563,0.21598272460068274,139.2424635372136
80,3,19.619867123334654,67.69426161586426,13,12.79281281142727,13.206787109375,13.0,12.000000000000114,0.9380267011552791,1.4549563316813328,989.2439546858986,78.10755173162163,119.42331024421715,2,0.8199999928474426,0.21598272460068274,139.28915017208845
81,3,19.468314425374704,67.83252717110335,13,12.78262779952713,13.2177734375,13.0,12.000000000000341,0.9387741071866506,1.4561156197232843,1001.243954685899,79.04632583880827,120.87942586394043,2,0.8199999928474426,0.21598272460068274,139.33540450600645
82,3,19.31665707703168,67.97053431330148,13,12.651527862886335,13.3477783203125,13.0,12.000000000000114,0.9485020410224524,1.4712044427931876,1013.2439546858991,79.99482787983072,122.35063030673362,3,0.800000011920929,0.37796975598221977,139.38122810223712
83,3,19.164896152199308,68.10828551858005,13,12.651390226419839,13.3477783203125,13.0,12.000000000000227,0.948512359925527,1.4712204482580062,1025.2439546858993,80.94334023975625,123.82185075499163,3,0.800000011920929,0.37796975598221977,139.42662250955252
84,3,19.013032718622267,68.24578325328585,13,12.68965775681816,13.309326171875,13.0,11.999999999999545,0.9456519813193495,1.4667837664887793,1037.2439546858989,81.8889922210756,125.2886345214804,3,0.800000011920929,0.3239740949470075,139.47158926224895
85,3,18.861067837963645,68.38302997406103,13,12.918451627832797,13.082275390625,13.0,12.0,0.9289038923322673,1.440806107126518,1049.2439546858989,82.81789611340787,126.72944062860692,3,0.8199999928474426,0.10799136230034137,139.51612988016626
86,3,18.709002565871963,68.5200281279136,13,12.94390077263598,13.056640625,13.0,12.0,0.9270775642353941,1.4379733224893636,1061.2439546858989,83.74497367764326,128.16741395109628,2,0.8399999737739563,0.21598272460068274,139.56024586876606
