k,t_wall,sub_eta,forecast_cycle,staleness_h,d_start,planned_b0_sog,prev_plan_b0_sog,divergence_kn,block0_fuel_mt,sub_solve_s
0,4032,168,4032,0,0,10,,,4.54108,14.4722
1,4038,162,4038,0,60,10.1667,10.3333,-0.166667,4.3881,13.4475
2,4044,156,4044,0,121,10.6667,10.6667,0,4.58178,12.5176
3,4050,150,4050,0,185,11.8333,10.3333,1.5,7.07674,11.5661
4,4056,144,4056,0,256,11.3333,12,-0.666667,6.26562,10.6201
5,4062,138,4062,0,324,9.83333,11.3333,-1.5,4.54639,9.72632
6,4068,132,4068,0,383,9.5,9.66667,-0.166667,4.61834,8.89749
7,4074,126,4074,0,440,9.83333,9.66667,0.166667,5.4593,8.25698
8,4080,120,4080,0,499,10.6667,10.5,0.166667,6.18881,7.42436
9,4086,114,4086,0,563,9.83333,11.5,-1.66667,5.12075,6.71554
10,4092,108,4092,0,622,10.1667,10.6667,-0.5,5.04724,6.08623
11,4098,102,4098,0,683,11.3333,10.8333,0.5,6.37842,5.48086
12,4104,96,4104,0,751,11.1667,11.3333,-0.166667,7.34754,4.81406
13,4110,90,4110,0,818,11.3333,11.8333,-0.5,7.31016,4.2514
14,4116,84,4116,0,886,12.3333,12.1667,0.166667,7.31902,3.74608
15,4122,78,4122,0,960,12.5,12.3333,0.166667,8.36637,3.16149
16,4128,72,4128,0,1035,12.5,12.6667,-0.166667,8.18554,2.71554
17,4134,66,4134,0,1110,13,12.8333,0.166667,9.45861,2.21767
18,4140,60,4140,0,1188,12.3333,12.6667,-0.333333,8.70797,1.81102
19,4146,54,4146,0,1262,12.5,12.3333,0.166667,8.46679,1.46302
20,4152,48,4152,0,1337,12.5,12.3333,0.166667,9.8749,1.11253
21,4158,42,4158,0,1412,12.5,12.6667,-0.166667,9.44704,0.825247
22,4164,36,4164,0,1487,12.5,12.5,0,9.51094,0.589901
23,4170,30,4170,0,1562,12.3333,12.3333,0,8.7967,0.380297
24,4176,24,4176,0,1636,12.5,12.3333,0.166667,8.28204,0.218931
25,4182,18,4182,0,1711,13.5,11.8333,1.66667,10.9623,0.0989793
26,4188,12,4188,0,1792,13.6667,14.8333,-1.16667,11.0038,0.0239769
27,4194,6,4194,0,1874,13.3333,13.3333,0,10.8723,0.0005675
