time_h,distance_nm,lat_deg,lon_deg,bearing_deg,sog_kn,sws_kn,fcr_mt_per_h,fuel_mt,duration_h,wind_speed_kmh,wind_dir_deg,beaufort,wave_height_m,current_vel_kmh,current_dir_deg
0.0,0.0,24.749999999999986,52.829999999999984,61.25,11.66710862,12.02392578125,1.2272797307559813,1.1045517576803832,0.9,32.83705139160156,322.12493896484375,5,0.41999998688697815,1.2979984283447266,123.69009399414064
0.9,10.500397758,24.835133447837645,52.99999999999201,61.25,11.973695917647056,12.33154296875,1.3239054277307296,2.2506392271422406,1.7000000000000002,32.83705139160156,322.12493896484375,5,0.41999998688697815,1.2979984283447266,123.69009399414064
2.6,30.855680818,25.000000000000533,53.32954924181962,61.25,11.698044177777781,11.76025390625,1.1482984962375196,1.0334686466137675,0.8999999999999999,30.312768936157227,307.27825927734375,5,0.36000001430511475,1.7076297998428345,108.43502807617188
3.5,41.383920578,25.085186313026924,53.500000000006594,61.25,11.846431768799999,11.9781494140625,1.2133158735494476,3.033289683873619,2.5,30.799084345499676,290.55937488384114,5,0.3333333333333333,1.5200531482696533,108.38387625451112
6.0,71.0,25.324498330814126,53.979480265186794,61.25,12.674433969999871,12.8057861328125,1.4825980837748707,0.14825980837748787,0.10000000000000053,30.799084345499676,290.55937488384114,5,0.3333333333333333,1.5200531482696533,108.38387625451112
6.1000000000000005,72.267443397,25.334729365971363,54.000000000005,61.25,12.05234181882353,12.2418212890625,1.295217807270605,2.2018702723600287,1.7000000000000002,29.443069458007812,281.99688720703125,5,0.36000001430511475,1.3104196786880493,105.94546508789062
7.800000000000001,92.756424489,25.500000000000068,54.33171379463937,61.25,11.549490807777778,11.6961669921875,1.129627826504789,1.0166650438543106,0.9000000000000004,28.98167610168457,276.418701171875,5,0.4000000059604645,1.272792100906372,98.1300048828125
8.700000000000001,103.150966216,25.58375892220398,54.50000000000341,61.25,11.878278007307696,11.6192626953125,1.1074915285141784,2.8794779741368637,2.5999999999999996,31.49259312947591,270.47547694973184,5,0.3799999952316284,1.519881804784139,88.65938549585164
11.3,134.034489035,25.832271343672463,55.00000000000182,61.25,12.80787280714286,12.452392578125,1.3632110973490963,0.9542477681443664,0.6999999999999993,30.141265869140625,262.4506530761719,5,0.41999998688697815,1.7999999523162842,90.0
12.0,143.0,25.90431732741644,55.14515039326358,61.25,11.915366637999995,11.5313720703125,1.0825492335647238,1.0825492335647238,1.0,30.141265869140625,262.4506530761719,5,0.41999998688697815,1.7999999523162842,90.0
13.0,154.915366638,26.00000000000113,55.338058545416345,61.25,12.503306520000013,12.0513916015625,1.2357092492832749,0.9885673994266208,0.8000000000000007,30.783679962158203,259.21575927734375,5,0.46000000834465027,1.9800000190734863,90.0
