k,t_h,d_start,d_end,sog_kn,fuel_mt
0,0,0,72,12,7.12393
1,6,72,140,11.3333,6.30617
2,12,140,202,10.3333,5.63053
3,18,202,273,11.8333,9.83971
4,24,273,339,11,9.17989
5,30,339,408,11.5,10.1311
6,36,408,483,12.5,11.7442
7,42,483,554,11.8333,8.30529
8,48,554,624,11.6667,8.50861
9,54,624,696,12,8.43378
10,60,696,767,11.8333,7.71916
11,66,767,841,12.3333,7.76298
12,72,841,915,12.3333,7.31312
13,78,915,988,12.1667,7.57615
14,84,988,1057,11.5,7.76758
15,90,1057,1128,11.8333,8.59385
16,96,1128,1205,12.8333,11.1934
17,102,1205,1276,11.8333,6.9667
18,108,1276,1346,11.6667,7.22292
19,114,1346,1420,12.3333,7.95538
20,120,1420,1495,12.5,8.02052
21,126,1495,1569,12.3333,7.99268
22,132,1569,1640,11.8333,7.45654
23,138,1640,1710,11.6667,6.64592
24,144,1710,1778,11.3333,6.18685
25,150,1778,1841,10.5,4.591
26,156,1841,1905,10.6667,5.33374
27,162,1905,1954,8.16667,3.46614
