k,t_wall,sub_eta,forecast_cycle,staleness_h,d_start,planned_b0_sog,prev_plan_b0_sog,divergence_kn,block0_fuel_mt,sub_solve_s
0,504,168,504,0,0,12.4916,,,8.02515,0.546181
1,510,162,510,0,74.9495,11.8418,12.4916,-0.649823,7.24342,0.42557
2,516,156,516,0,146,10,10,0,5.15281,0.363337
3,522,150,522,0,206,10,10,0,6.5632,0.349651
4,528,144,528,0,266,10.8333,11.1667,-0.333333,8.37566,0.324313
5,534,138,534,0,331,9.98823,9.98823,0,7.12481,0.292087
6,540,132,534,6,390.929,10.6784,9.99326,0.685178,9.27793,0.266651
7,546,126,546,0,455,10.1667,10.1667,0,5.19076,0.245524
8,552,120,552,0,516,12.6667,12.5,0.166667,7.98952,0.24564
9,558,114,558,0,592,12.366,12.366,0,9.32242,0.200773
10,564,108,564,0,666.196,12.4673,12.4673,0,8.88515,0.183274
11,570,102,570,0,741,11.3333,11.8333,-0.5,6.15488,0.156979
12,576,96,576,0,809,12.5,10.3333,2.16667,7.95344,0.128158
13,582,90,582,0,884,12.5,12.5,0,8.24897,0.121171
14,588,84,588,0,959,10.3333,10.3333,0,6.27853,0.112391
15,594,78,594,0,1021,11.5,11,0.5,9.12651,0.0827594
16,600,72,600,0,1090,11.6667,10.8333,0.833333,6.5636,0.0660689
17,606,66,606,0,1160,10.8333,11.6667,-0.833333,5.35904,0.0548278
18,612,60,612,0,1225,10.8219,12.4874,-1.66554,5.49476,0.0360269
19,618,54,618,0,1289.93,12.3164,12.3164,0,7.48713,0.0274243
20,624,48,624,0,1363.83,12.695,11.8617,0.833333,8.83396,0.0216526
21,630,42,630,0,1440,12.5,13,-0.5,8.37014,0.0164189
22,636,36,636,0,1515,11.1667,11.6667,-0.5,6.14478,0.0120233
23,642,30,642,0,1582,12.8333,10.3333,2.5,9.58284,0.00779283
24,648,24,648,0,1659,12.5,12.5,0,7.94697,0.00420563
25,654,18,654,0,1734,12.3333,12.3333,0,8.61993,0.00203429
26,660,12,660,0,1808,12.5,13.1284,-0.628412,8.85381,0.000912833
27,666,6,666,0,1883,11.839,11.839,0,9.68952,0.000265375
